"","date","value"
"321",2006-09-01,0.21
"322",2006-10-01,0.33
"323",2006-11-01,0.31
"324",2006-12-01,0.48
"325",2007-01-01,0.44
"326",2007-02-01,0.44
"327",2007-03-01,0.37
"328",2007-04-01,0.25
"329",2007-05-01,0.28
"330",2007-06-01,0.28
"331",2007-07-01,0.24
"332",2007-08-01,0.47
"333",2007-09-01,0.18
"334",2007-10-01,0.3
"335",2007-11-01,0.38
"336",2007-12-01,0.74
"337",2008-01-01,0.54
"338",2008-02-01,0.49
"339",2008-03-01,0.48
"340",2008-04-01,0.55
"341",2008-05-01,0.79
"342",2008-06-01,0.74
"343",2008-07-01,0.53
"344",2008-08-01,0.28
"345",2008-09-01,0.26
"346",2008-10-01,0.45
"347",2008-11-01,0.36
"348",2008-12-01,0.28
"349",2009-01-01,0.48
"350",2009-02-01,0.55
"351",2009-03-01,0.2
"352",2009-04-01,0.48
"353",2009-05-01,0.47
"354",2009-06-01,0.36
"355",2009-07-01,0.24
"356",2009-08-01,0.15
"357",2009-09-01,0.24
"358",2009-10-01,0.28
"359",2009-11-01,0.41
"360",2009-12-01,0.37
"361",2010-01-01,0.75
"362",2010-02-01,0.78
"363",2010-03-01,0.52
"364",2010-04-01,0.57
"365",2010-05-01,0.43
"366",2010-06-01,0
"367",2010-07-01,0.01
"368",2010-08-01,0.04
"369",2010-09-01,0.45
"370",2010-10-01,0.75
"371",2010-11-01,0.83
"372",2010-12-01,0.63
"373",2011-01-01,0.83
"374",2011-02-01,0.8
"375",2011-03-01,0.79
"376",2011-04-01,0.77
"377",2011-05-01,0.47
"378",2011-06-01,0.15
"379",2011-07-01,0.16
"380",2011-08-01,0.37
"381",2011-09-01,0.53
"382",2011-10-01,0.43
"383",2011-11-01,0.52
"384",2011-12-01,0.5
"385",2012-01-01,0.56
"386",2012-02-01,0.45
"387",2012-03-01,0.21
"388",2012-04-01,0.64
"389",2012-05-01,0.36
"390",2012-06-01,0.08
"391",2012-07-01,0.43
"392",2012-08-01,0.41
"393",2012-09-01,0.57
"394",2012-10-01,0.59
"395",2012-11-01,0.6
"396",2012-12-01,0.79
"397",2013-01-01,0.86
"398",2013-02-01,0.6
"399",2013-03-01,0.47
"400",2013-04-01,0.55
"401",2013-05-01,0.37
"402",2013-06-01,0.26
"403",2013-07-01,0.03
"404",2013-08-01,0.24
"405",2013-09-01,0.35
"406",2013-10-01,0.57
"407",2013-11-01,0.54
"408",2013-12-01,0.92
"409",2014-01-01,0.55
"410",2014-02-01,0.69
"411",2014-03-01,0.92
"412",2014-04-01,0.67
"413",2014-05-01,0.46
"414",2014-06-01,0.4
"415",2014-07-01,0.01
"416",2014-08-01,0.25
"417",2014-09-01,0.57
"418",2014-10-01,0.42
"419",2014-11-01,0.51
"420",2014-12-01,0.78
"421",2015-01-01,1.24
"422",2015-02-01,1.22
"423",2015-03-01,1.32
"424",2015-04-01,0.71
"425",2015-05-01,0.74
"426",2015-06-01,0.79
"427",2015-07-01,0.62
"428",2015-08-01,0.22
"429",2015-09-01,0.54
"430",2015-10-01,0.82
"431",2015-11-01,1.01
"432",2015-12-01,0.96
"433",2016-01-01,1.27
"434",2016-02-01,0.9
"435",2016-03-01,0.43
"436",2016-04-01,0.61
"437",2016-05-01,0.78
"438",2016-06-01,0.35
"439",2016-07-01,0.52
"440",2016-08-01,0.44
"441",2016-09-01,0.08
"442",2016-10-01,0.26
"443",2016-11-01,0.18
"444",2016-12-01,0.3
"445",2017-01-01,0.38
"446",2017-02-01,0.33
"447",2017-03-01,0.25
"448",2017-04-01,0.14
"449",2017-05-01,0.31
"450",2017-06-01,-0.23
"451",2017-07-01,0.24
"452",2017-08-01,0.19
"453",2017-09-01,0.16
"454",2017-10-01,0.42
"455",2017-11-01,0.28
"456",2017-12-01,0.44
"457",2018-01-01,0.29
"458",2018-02-01,0.32
"459",2018-03-01,0.09
"460",2018-04-01,0.22
"461",2018-05-01,0.4
"462",2018-06-01,1.26
"463",2018-07-01,0.33
"464",2018-08-01,-0.09
"465",2018-09-01,0.48
"466",2018-10-01,0.45
"467",2018-11-01,-0.21
"468",2018-12-01,0.15
"469",2019-01-01,0.32
"470",2019-02-01,0.43
"471",2019-03-01,0.75
"472",2019-04-01,0.57
"473",2019-05-01,0.13
"474",2019-06-01,0.01
"475",2019-07-01,0.19
"476",2019-08-01,0.11
"477",2019-09-01,-0.04
"478",2019-10-01,0.1
"479",2019-11-01,0.51
"480",2019-12-01,1.15
"481",2020-01-01,0.21
"482",2020-02-01,0.25
"483",2020-03-01,0.07
"484",2020-04-01,-0.31
"485",2020-05-01,-0.38
"486",2020-06-01,0.26
"487",2020-07-01,0.36
"488",2020-08-01,0.24
"489",2020-09-01,0.64
"490",2020-10-01,0.86
"491",2020-11-01,0.89
"492",2020-12-01,1.35
"493",2021-01-01,0.25
"494",2021-02-01,0.86
"495",2021-03-01,0.93
"496",2021-04-01,0.31
"497",2021-05-01,0.83
"498",2021-06-01,0.53
"499",2021-07-01,0.96
"500",2021-08-01,0.87
"501",2021-09-01,1.16
